country| aconfci|aconfci992|agdproi|agdproi992|agninci|agninci992|agweali|agweali992|ahweali|ahweali992|andproi|andproi992|apweali|apweali992|ehfghgi|enfcari|enfghgi|enncari|entcari|entonai|inyixxi|khfghgi|knfcari|knfghgi|knncari|kntcari|kntghgi|kntonai|mconfci|mgdproi|mgninci|mgweali|mhweali|mndproi|mnninci|mnweali|npopuli|npopuli001|npopuli051|npopuli101|npopuli111|npopuli151|npopuli201|npopuli202|npopuli251|npopuli301|npopuli302|npopuli351|npopuli401|npopuli402|npopuli451|npopuli501|npopuli502|npopuli551|npopuli601|npopuli602|npopuli651|npopuli701|npopuli702|npopuli751|npopuli801|npopuli802|npopuli851|npopuli901|npopuli902|npopuli951|npopuli991|npopuli992|npopuli993|npopuli994|npopuli995|npopuli996|npopuli997|npopuli998|xlcusxi
MU| 56916.900000| 75283.600000| 416599.300000| 551032.600000| 678189.400000| 897035.600000| 2056341.800000| 2719906.800000| 601507.400000| 795608.900000| 359682.400000| 475749| 909219.700000| 1202617.600000| 5.845773| 6.150759| 9.332622| 1.581120| 4.569639| 3.225664| 0.830213| 4.596572| 4.836385| 7.338305| 1.243246| 3.593139| 6.129501| 2.536362| 73868402688.000000| 540674260992.000000| 880173121536.000000| 2668777903004.000000| 780653079654.000000| 466805882880.000000| 806304677888.000000| 3848788898005.000000| 1297828| 66335| 71337| 83345|   99| 95609| 95456| 197174| 101718| 91020| 185861| 94841| 100683| 186504| 85821| 89174| 181250| 92076| 77491| 138994| 61503| 40838| 64947| 24109| 14724| 22487| 7763| 3140| 3891|  751| 316626| 981202| 383034| 367753| 230415| 828278| 152925| 26476| 39.346931
MV| 19279.900000| 26716.100000| 120756.700000| 167332.400000| 110656.800000| 153337|-43869.200000|-60789.600000| 152756.500000| 211674.500000| 101476.800000| 140616.300000| 110697.600000| 153393.600000| 0.797603| 1.482372| 1.938260|-0.010203| 1.492575| 0.104575| 0.919236| 1.475556| 2.742370| 3.585757|-0.018876| 2.761246| 2.954709| 0.193463| 9918303232.000000| 62121817190.000000| 56926072832.000000|-22568005632.000000| 78583749106.000000| 52203515904.000000| 47007768576.000000| 45796179968.000000| 514438| 38453| 38929| 34710|   31| 31098| 42360| 101589| 59229| 68084| 123403| 55318| 38507| 67861| 29354| 23384| 41918| 18534| 13926| 21659| 7733| 5341| 9702| 4362| 3064| 4511| 1447|  451|  577|  126| 143190| 371248| 224990| 109779| 36479| 348694| 22553| 5118| 15.381269
MW| 64264.800000| 143848.300000| 799737.500000| 1790106.800000| 777552.300000| 1740448|-284362|-636506.700000| 390690.400000| 874508.900000| 735472.800000| 1646258.500000| 864104.600000| 1934184| 8.877668| 3.210380| 13.095531| 1.780695| 1.429685| 11.493856| 0.583121| 0.464072| 0.167820| 0.684556| 0.093084| 0.074735| 0.675566| 0.600830| 1245263167488.000000| 15496561819648.000000| 15066677116928.000000|-5510099107840.000000| 7570432083435.000000| 14251299176448.000000| 13821414473728.000000| 13465177554944.000000| 19377060| 2986935| 2831470| 2654742|  900| 2247132| 1809479| 3294857| 1485378| 1273456| 2412403| 1138947| 866541| 1440953| 574412| 416635| 736808| 320173| 231338| 399556| 168219| 147902| 255870| 107968| 65854| 98823| 32969| 12998| 16616| 3618| 10720279| 8656781| 5707258| 2177759| 771764| 8116354| 540426| 116338| 749.527466
MX| 43348.900000| 65617.700000| 220425.500000| 333660.700000| 211276.700000| 319811.900000| 224575.500000| 339942.500000| 546357.300000| 827027.300000| 177076.700000| 268043| 526640.200000| 797181.300000| 353.660824| 437.160399| 573.602277| 20.587657| 416.572742| 194.858311| 0.858927| 2.752997| 3.402981| 4.465084| 0.160260| 3.242721| 4.759554| 1.516833| 5513313517568.000000| 28034755198976.000000| 26871158800384.000000| 28562564317184.000000| 69488284401897.000000| 22521443254272.000000| 21357844758528.000000| 95543141335040.000000| 127184704| 10195467| 10951600| 11029851| 9356| 10986028| 10681274| 20985392| 10304119| 9684486| 18817068| 9132582| 8623840| 16539980| 7916140| 6944442| 12753363| 5808920| 4716408| 8355246| 3638838| 2585076| 4369776| 1784700| 1171646| 1825080| 653434| 284544| 366499| 81955| 43162944| 84021760| 39802464| 29293344| 14925955| 73812208| 10209548| 2200935| 21.485609
MY| 6709.700000| 9791.800000| 49058.300000| 71592.600000| 47586| 69443.900000|-13905|-20292| 61514.100000| 89769.600000| 42348.600000| 61800.800000| 77785.200000| 113514.700000| 146.579355| 229.214204| 289.221715|-3.373856| 232.588060| 106.424340| 0.870916| 4.528807| 7.081944| 8.935973|-0.104241| 7.186185| 10.474338| 3.288152| 222763352064.000000| 1628736716800.000000| 1579853676544.000000|-461645545472.000000| 2042266492276.000000| 1405973430272.000000| 1357090258944.000000| 2120823078912.000000| 33199994| 2590144| 2581161| 2556687| 1416| 2721924| 2848844| 5862168| 3013324| 3032980| 5806270| 2773290| 2262368| 4213322| 1950954| 1759624| 3284674| 1525050| 1255755| 2198995| 943239| 639862| 1036606| 396745| 217191| 308813| 91621| 30139| 37818| 7679| 10449916| 22750078| 11668437| 7497995| 3583646| 20422188| 2327891| 348046| 4.203482
MZ| 3879.100000| 8581.300000| 38634.600000| 85466.500000| 37636.800000| 83259.300000| 22782.500000| 50398.800000| 52478.500000| 116091.800000| 34755.500000| 76885.300000| 107346.800000| 237470.100000| 36.233295| 17.860443| 48.955232| 9.372281| 8.488162| 34.222060| 0.820934| 1.159264| 0.571435| 1.566295| 0.299861| 0.271574| 1.366489| 1.094915| 120943607808.000000| 1204558757888.000000| 1173450522624.000000| 710316785664.000000| 1636188382127.000000| 1083615150080.000000| 1052506914816.000000| 4057202688000.000000| 31178240| 5146513| 4580500| 3948846|   39| 3408460| 2899877| 5309694| 2409818| 1994563| 3583179| 1588616| 1318491| 2423318| 1104827| 829190| 1463381| 634191| 503678| 869913| 366235| 233420| 363549| 130129| 57884| 76141| 18257| 4174| 4712|  538| 17084319| 14093921| 8892871| 3886698| 1314352| 13283247| 810674| 80891| 69.464996
NA| 9830.800000| 18113.500000| 81512.400000| 150188.900000| 85508.200000| 157551.300000|-27320.600000|-50339| 131908.500000| 243045.200000| 71681.600000| 132075.400000| 215977| 397943.800000| 9.193409| 5.108636| 15.788559| 1.044828| 4.063809| 8.442013| 0.858797| 3.618163| 2.010558| 6.213754| 0.411203| 1.599355| 4.921798| 3.322443| 24469796864.000000| 202892296192.000000| 212838236160.000000|-68003680256.000000| 328333150469.000000| 178422497280.000000| 188368437248.000000| 469584150528.000000| 2489098| 331608| 306361| 263175|   76| 237040| 233457| 467027| 233569| 188128| 333712| 145584| 126914| 235138| 108224| 90765| 161411| 70646| 53252| 93544| 40292| 27616| 44543| 16927| 9120| 13426| 4306| 1628| 2042|  415| 1138184| 1350914| 800737| 396548| 153629| 1250537| 100377| 15543| 16.463266
NC| 590652.600000| 847913.600000| 3907606.800000| 5609579| 4216948| 6053655| 969600.600000| 1391913.600000| 6092994| 8746820| 3316954| 4761665.500000| 7598128| 10907520|    0|    0|    0|    0|    0|    0| 0.884601|    0|    0|    0|    0|    0|    0|    0| 169164685312.000000| 1119150264675.000000| 1207746560000.000000| 277696512000.000000| 1745051830480.000000| 949985607680.000000| 1038581825536.000000| 2453823029248.000000| 286403| 21221| 22373| 21512|   51| 21790| 19614| 39772| 20159| 21534| 42544| 21010| 19702| 40150| 20448| 18728| 34626| 15898| 12690| 22469| 9780| 8002| 13535| 5533| 3635| 5491| 1856|  707|  872|  165| 86896| 199507| 82316| 74776| 42416| 169780| 29726| 6412| 104.710609
NE| 11978| 29714.300000| 357678.200000| 887309.800000| 352335.200000| 874055.100000|-72331.900000|-179437.400000| 523580.400000| 1298871.600000| 345700.200000| 857595.400000| 619318.300000| 1536373.100000| 20.501022| 5.410433| 26.329781| 0.653027| 4.757405| 24.241095| 0.908960| 0.846917| 0.223510| 1.087709| 0.026977| 0.196533| 1.197956| 1.001423| 291467657216.000000| 8703612289024.000000| 8573597253632.000000|-1760099434496.000000| 12740616889180.000000| 8412144336896.000000| 8282129301504.000000| 13310168662016.000000| 24333640| 4800574| 3888373| 3221994|    1| 2613710| 2084947| 3715768| 1630821| 1310424| 2414423| 1104000| 899062| 1619599| 720537| 599209| 1089317| 490108| 377211| 649286| 272075| 167182| 268402| 101220| 40326| 50740| 10414| 1394| 1457|   63| 14524651| 9808989| 6130190| 2708915| 969884| 9216315| 592673| 52197| 575.585999
NG| 17876.100000| 39003.900000| 1022246.900000| 2230436.800000| 1008844.900000| 2201195| 1572985.300000| 3432090.800000| 3093744.800000| 6750230.500000| 1004370.800000| 2191432.800000| 3890298.800000| 8488228| 195.952819| 130.288995| 313.282748|-6.236805| 136.525800| 220.723403| 0.724317| 0.950583| 0.632043| 1.519760|-0.030255| 0.662298| 1.733045| 1.070747| 3724088442880.000000| 212962044280832.000000| 210170047102976.000000| 327695938355200.000000| 644511836833515.000000| 209237955313664.000000| 206445958135808.000000| 1138151703707648.000000| 208327408| 34269044| 30079096| 26278219|  171| 22221081| 18201812| 33423722| 15221910| 12891204| 24286756| 11395552| 9600670| 17146792| 7546123| 5916975| 10676574| 4759599| 3691036| 6387897| 2696861| 1801622| 2883498| 1081876| 487017| 641321| 154304| 30118| 33251| 3132| 112847432| 95479976| 57710476| 27823368| 9946135| 89224880| 6255100| 674741| 358.810791
NI| 3659.400000| 6102.400000| 78304.700000| 130580.600000| 73165| 122009.600000| 68999.500000| 115063.300000| 268920.700000| 448451| 74645.400000| 124478.300000| 325286.800000| 542446.800000| 12.030213| 6.258365| 16.683090| 0.987170| 5.271195| 12.880981| 0.823023| 1.816003| 0.944722| 2.518372| 0.149017| 0.795706| 2.740136| 1.944430| 24722370560.000000| 529018585088.000000| 494294958080.000000| 466153603072.000000| 1816800236335.000000| 504296210432.000000| 469572616192.000000| 2663757119488.000000| 6755895| 699553| 690115| 664268|   23| 650681| 647277| 1268985| 621708| 547713| 1020121| 472408| 408746| 754196| 345449| 275961| 494505| 218544| 171737| 305822| 134084| 89735| 151297| 61562| 38317| 52912| 14596| 3064| 3422|  358| 2704616| 4051279| 2289104| 1248700| 513475| 3709540| 341738| 56357| 34.342122
NL| 9220.200000| 11759.900000| 52684.600000| 67196.600000| 52721.800000| 67244| 15398.400000| 19639.800000| 216687.300000| 276373.800000| 43464.400000| 55436.600000| 279667.800000| 356702.300000| 83.171939| 132.896364| 168.676484|-6.447572| 139.343936| 24.359285| 0.873606| 4.872196| 7.785043| 9.881035|-0.377698| 8.162741| 9.589703| 1.426962| 159567167488.000000| 911771762688.000000| 912415850496.000000| 266487709696.000000| 4490298130432.000000| 752204578816.000000| 752848666624.000000| 5106483331072.000000| 17306228| 857280| 899662| 947169| 2288| 1033393| 1094011| 2222513| 1128502| 1104447| 2144211| 1039764| 1017720| 2165506| 1147786| 1272750| 2519707| 1246956| 1118110| 2111087| 992977| 948528| 1582654| 634126| 439126| 693131| 254005| 103387| 127630| 24242| 3737504| 13568724| 4366724| 4685212| 4516789| 10170045| 3398679| 823048| 0.875506
NO| 178551.600000| 232222.500000| 885471.300000| 1151635.800000| 999010.700000| 1299304| 4180421.800000| 5437018| 2138086.300000| 2780775.300000| 706919.700000| 919413.200000| 2897529.800000| 3768500.300000| 27.627689| 42.151039| 56.093739| 3.954321| 38.196717| 7.322446| 0.726658| 5.096193| 7.775164| 10.347029| 0.729413| 7.045752| 8.396447| 1.350696| 960578650112.000000| 4763692826624.000000| 5374516658176.000000| 22489996460032.000000| 14943186321408.000000| 3803114110976.000000| 4413938204672.000000| 38078240522240.000000| 5379839| 286536| 312950| 326446| 1117| 317448| 339660| 708581| 368921| 377532| 734854| 357322| 347690| 721721| 374031| 373440| 709051| 335611| 308411| 585515| 277104| 260344| 443247| 182903| 116335| 187905| 71570| 34748| 44471| 9723| 1243381| 4136458| 1443434| 1430771| 1262253| 3182616| 953842| 233492| 9.415833
NP| 7109.300000| 12067.700000| 163692.100000| 277859.800000| 164678.200000| 279533.600000| 34928| 59288.600000| 389282.700000| 660789.300000| 156582.800000| 265792.100000| 505688| 858381.900000| 44.486442| 18.585232| 57.406569| 5.645655| 12.939577| 32.613248| 0.809449| 1.526812| 0.637861| 1.970242| 0.193764| 0.444097| 1.563412| 1.119314| 208648454144.000000| 4804139548672.000000| 4833078673408.000000| 1025088421888.000000| 11424912294118.000000| 4595491274752.000000| 4624429875200.000000| 15866336903168.000000| 29348628| 2938032| 2913298| 2987269|  107| 3220232| 3057239| 5652701| 2595462| 2063606| 3856463| 1792857| 1567545| 2930143| 1362598| 1189391| 2210268| 1020876| 867628| 1585460| 717832| 518554| 838096| 319542| 149719| 203119| 53400| 11954| 13446| 1492| 12058832| 17289796| 9509161| 5140409| 2640226| 15517197| 1772598| 216671| 118.345184
NR| 1861.200000| 3573| 17343.900000| 33295.400000| 21150.300000| 40602.600000| 7722.900000| 14825.700000| 33281.400000| 63891| 15482.700000| 29722.400000| 47757.500000| 91680.900000|    0|    0|    0|    0|    0|    0| 0.870828|    0|    0|    0|    0|    0|    0|    0| 22920656| 213589931| 260465504| 95107088| 409860851| 190669280| 237544848| 683240192| 12315| 1726| 1689| 1383|    0| 1102| 1053| 2089| 1036|  994| 1875|  881|  653| 1143|  490|  447|  790|  343|  258|  402|  144|   76|   97|   21|   18|   21|    3|    1|    1|    0| 5900| 6415| 3963| 1933|  519| 6153|  261|   21| 1.453085
NU|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 1942|  148|  188|  181|    0|  120|   76|  177|  101|  110|  223|  113|  151|  290|  139|  109|  205|   96|  125|  232|  107|   57|  118|   60|   49|   66|   17|    0|    0|    0|  636| 1306|  399|  494|  414| 1016|  289|   65|    0
NZ| 10660.300000| 14278.700000| 75541.800000| 101182.800000| 74934.400000| 100369.300000| 68318.900000| 91508.400000| 412731.700000| 552824.600000| 64881.500000| 86904.100000| 412038.900000| 551896.800000| 34.985882| 36.268213| 65.746758| 3.381347| 32.886866| 41.061309| 0.857368| 7.255121| 7.521041| 13.634089| 0.701199| 6.819842| 15.334841| 8.514998| 53953298432.000000| 382326996992.000000| 379252867072.000000| 345771278336.000000| 2109426368512.000000| 328373698560.000000| 325299568640.000000| 2431154913280.000000| 5061133| 307631| 327279| 330156| 1254| 317492| 339431| 718686| 379255| 369219| 700711| 331492| 306551| 635507| 328956| 324576| 647500| 322925| 287730| 533598| 245868| 210601| 356287| 145686| 96831| 152712| 55881| 25643| 32324| 6681| 1282557| 3778576| 1419396| 1283006| 1076174| 2990132| 788444| 186290| 1.542058
OA| 1525.300000| 2200.800000| 10882.900000| 15703.100000|    0|    0| 2460.700000| 3550.600000| 30146.900000| 40591.800000| 9357.600000| 13502.200000| 25366.200000| 36601.200000| 633.116777| 688.897596| 991.949323|-77.328660| 766.226256| 413.399062| 0.687002| 4.377988| 4.763711| 6.859308|-0.534726| 5.298438| 8.157083| 2.858645| 221352746496.000000| 1579367481344.000000|    0| 357104565760.000000| 934772015104.000000| 1358014763008.000000| 1330070751232.000000| 4019074547712.000000| 145124294| 12121703| 12295944| 10957669| 5667| 9171906| 9501712| 20733175| 11231466| 12287737| 23392450| 11104712| 9551009| 18279679| 8728667| 7994531| 16190066| 8195535| 7280682| 12783073| 5502390| 3640669| 5831529| 2190860| 2156709| 2963170| 806461| 336093| 398299| 62208| 44547223| 100577071| 44125619| 34469733| 21981719| 85876028| 14701038| 3367128| 0.919268
OB| 4488.700000| 5591.800000| 26192.800000| 32629.900000|    0|    0| 67933.200000| 84628.300000| 140903.100000| 175686.500000| 21704.100000| 27038| 143811.400000| 179154.100000| 598.414160| 1062.794433| 1284.475745| 73.261293| 989.533140| 142.034392| 0.980504| 5.314916| 9.439386| 11.408286| 0.650682| 8.788704| 10.050206| 1.261502| 507146797568.000000| 2959351375872.000000|    0| 7675325446144.000000| 7308377063424.000000| 2452204670976.000000| 2508752769024.000000| 23923632545792.000000| 112983428| 5221259| 5610368| 5464365| 20449| 5992844| 7477679| 15551871| 8074192| 7763149| 16264678| 8501527| 8394409| 17374510| 8980100| 9070955| 17568878| 8497921| 7599190| 12993735| 5394545| 4076443| 7181415| 3104973| 2111508| 3207476| 1095969| 425886| 531601| 105713| 22288836| 90694592| 31816543| 34943384| 23934666| 74359112| 16335476| 3759523| 0.916050
OC| 8058.300000| 10206.500000| 40267.800000| 51002.400000|    0|    0| 40348.500000| 51104.700000| 167323.800000| 212023.700000| 32209.500000| 40796| 189155.800000| 239581.500000| 536.523940| 790.881552| 985.973303| 210.144881| 580.736671| 142.045203| 0.870409| 5.911232| 8.713655| 10.863108| 2.315303| 6.398353| 7.963357| 1.565004| 746190063424.000000| 3728768882432.000000|    0| 3736245406912.000000| 6646085582848.000000| 2982578709504.000000| 3006220846208.000000| 21131401864704.000000| 92599368| 4546033| 4818724| 5030910| 16384| 5094097| 5415949| 11195977| 5780025| 5906427| 12001286| 6094859| 6204550| 12622212| 6417660| 6667598| 13138264| 6470663| 5808238| 10934542| 5126301| 4737545| 8235118| 3497575| 2587967| 4148439| 1560472| 656599| 817457| 160857| 19489764| 73109604| 23197248| 25760458| 24151899| 54765937| 18343663| 4982258| 0.916050
